Computer 2664;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER SPA;ITA-BOLZANO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2665;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2666;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2667;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2668;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2669;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2670;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;DEMACLENKO;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2671;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2673;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER SPA;AUT-TELFS;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2978;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;PRINOTH NA;USA-UT-SALT-LAKE-CITY;12/06/2021;11/06/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2980;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;PRINOTH LTD;USA-CO-GRANDJUNCTION;12/06/2021;11/06/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2993;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;PRINOTH NA;CAN-GRANBY;15/11/2021;14/11/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 3004;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;PRINOTH NA;CAN-GRANBY;04/04/2022;03/04/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 3053;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;PRINOTH NA;CAN-GRANBY;12/06/2021;11/06/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 3070;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;PRINOTH NA;USA-NH-GILMANTON;04/04/2022;03/04/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 3075;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;22/11/2022;20/11/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 3431;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;10/03/2025;10/03/2020;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 3434;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;15/03/2025;15/03/2020;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 3435;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;15/03/2025;15/03/2020;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 3436;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;15/03/2025;15/03/2020;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 3437;Production;Operational;DELL;Latitude 5290 2 in 1;Hybrid devices;LEITNER-POMA OF AMERICA INC;USA-CO-GRANDJUNCTION;10/03/2025;10/03/2020;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 865;Production;Operational;DELL;Latitude 5420 Rugged;Special devices for personal computing;POMA SAS;FRA-VOREPPE;;29/08/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 870;Production;Operational;DELL;Latitude 5420 Rugged;Special devices for personal computing;POMA SAS;FRA-VOREPPE;;01/11/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 873;Production;Operational;DELL;Latitude 5420 Rugged;Special devices for personal computing;POMA SAS;FRA-VOREPPE;26/07/2022;01/11/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2713;Production;Operational;DELL;Latitude 5420 Rugged;Special devices for personal computing;LEITNER SPA;ITA-VIPITENO;01/01/2020;01/01/2020;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 4386;Production;Operational;DELL;Latitude 5420 Rugged;Standard laptops;LEITNER SPA;ITA-VIPITENO;20/09/2022;20/09/2024;Shared;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 293;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA BEIJING ROPEWAY CO. LTD;CHN-HUAIROU;;16/07/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 294;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA BEIJING ROPEWAY CO. LTD;CHN-HUAIROU;;16/07/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 295;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA BEIJING ROPEWAY CO. LTD;CHN-HUAIROU;;16/07/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 296;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA BEIJING ROPEWAY CO. LTD;CHN-HUAIROU;;16/07/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 297;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA BEIJING ROPEWAY CO. LTD;CHN-HUAIROU;16/07/2021;16/07/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 356;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;RUS-MOSCOW;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 613;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;07/09/2022;01/06/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 614;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;01/06/2021;01/06/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 623;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VEYRINS;14/08/2021;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 624;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;13/04/2022;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 625;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;22/12/2021;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 626;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 627;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 628;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 629;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 630;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;29/03/2021;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 631;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;15/03/2022;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 632;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 633;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;15/03/2022;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 634;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;06/04/2022;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 635;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 636;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 637;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 638;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 639;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 640;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 641;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 642;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VEYRINS;21/10/2021;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 643;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 644;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 646;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;28/02/2022;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 647;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;28/04/2022;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 648;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 649;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 650;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-FRANCIN;14/08/2021;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 651;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;09/06/2022;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 652;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 653;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 655;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;CHN-HUAIROU;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 656;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 657;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 658;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 659;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;16/09/2022;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 660;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 661;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;09/06/2022;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 662;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;08/11/2021;14/08/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 774;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;06/05/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 775;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;06/05/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 776;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;16/08/2021;06/05/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 777;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;06/05/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 795;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 825;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 826;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VEYRINS;01/08/2022;01/08/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 827;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 828;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;22/06/2022;01/08/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 829;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;01/08/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 830;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-GILLY;05/04/2022;01/08/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 871;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;01/11/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 872;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;;01/11/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 1301;Production;Operational;DELL;Latitude 5490;Standard laptops;POMA SAS;FRA-VOREPPE;01/08/2022;01/08/2019;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 1957;Production;Operational;DELL;Latitude 5490;Standard laptops;TELEFERICOS Y NIEVE SL;ESP-BARCELONA;01/01/2018;01/01/2018;Shared;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 1966;Production;Operational;DELL;Latitude 5490;Standard laptops;DEMACLENKO;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 1984;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;AUT-TELFS;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 1985;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2032;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2072;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2079;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2084;Production;Operational;DELL;Latitude 5490;Standard laptops;DEMACLENKO;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2095;Production;Operational;DELL;Latitude 5490;Standard laptops;DEMACLENKO;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2159;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2017;01/01/2017;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2161;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;SVK-STARA-LUBOVNA;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2168;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;AUT-TELFS;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2206;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2208;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2209;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2210;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2211;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;AUT-TELFS;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2212;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2213;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;AUT-TELFS;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2214;Production;Operational;DELL;Latitude 5490;Standard laptops;DEMACLENKO;POL-BIELSKO-BIALA;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2215;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;ITA-SINIGO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2216;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2217;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2218;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2219;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2221;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2222;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2223;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2224;Production;Operational;DELL;Latitude 5490;Standard laptops;DEMACLENKO;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2228;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-BOLZANO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2230;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;CHE-SALGESCH;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2232;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;CHE-SALGESCH;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2233;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2234;Production;Operational;DELL;Latitude 5490;Standard laptops;DEMACLENKO;AUT-ZIRL;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2236;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2237;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2238;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2255;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2257;Production;Operational;DELL;Latitude 5490;Standard laptops;PRINOTH SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2258;Production;Operational;DELL;Latitude 5490;Standard laptops;PEOPLEMOVER SERVICE SRL;ITA-PISA;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
Computer 2262;Production;Operational;DELL;Latitude 5490;Standard laptops;LEITNER SPA;ITA-VIPITENO;01/01/2018;01/01/2018;Permanent;Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz;15
